delivery_id,source_city,destination_city,source_lat,source_long,dest_lat,dest_long,distance_km,vehicle_type,driver_id,package_weight_kg,order_time,scheduled_delivery_time,actual_delivery_time,traffic_level,weather_condition,road_type,delay_minutes,is_delayed
DLV002271,Bhopal,Patna,23.147949,77.098204,25.886322,85.05367,860.3,Car,DRV054,7.14,2023-12-31 13:21:00,2024-01-01 14:05:01.156346,2024-01-01 14:01:01.156346,3,Clear,City,-4.0,0
DLV002272,Bangalore,Kolkata,12.562438,77.223537,22.31221,88.723428,1630.5,Van,DRV074,2.98,2023-03-23 17:05:00,2023-03-27 15:39:08.458147,2023-03-27 19:18:08.458147,9,Snow,City,219.0,1
DLV002273,Delhi,Kolkata,29.038513,77.535258,22.406677,88.136346,1291.84,Truck,DRV032,41.85,2023-02-05 21:07:00,2023-02-08 14:40:38.815896,2023-02-08 17:18:38.815896,9,Fog,City,158.0,1
DLV002274,Visakhapatnam,Thane,18.180173,82.850071,18.767592,73.172456,1022.61,Truck,DRV043,10.85,2023-05-06 04:09:00,2023-05-07 11:10:08.826450,2023-05-07 12:49:08.826450,8,Rain,Rural,99.0,1
DLV002275,Bangalore,Kolkata,13.303826,77.940949,22.751064,88.817916,1556.24,Car,DRV082,17.62,2023-09-22 23:18:00,2023-09-25 09:04:31.614059,2023-09-25 08:39:31.614059,7,Cloudy,City,-25.0,0
DLV002276,Lucknow,Chennai,27.314512,81.293357,12.892459,79.966916,1609.59,Motorcycle,DRV025,7.56,2023-01-12 01:01:00,2023-01-14 21:01:17.914867,2023-01-15 00:18:17.914867,6,Rain,City,197.0,1
DLV002277,Surat,Chennai,21.21832,72.784115,13.460458,79.870732,1144.0,Truck,DRV090,17.51,2023-12-24 02:13:00,2023-12-26 04:24:35.128439,2023-12-26 04:26:35.128439,7,Rain,City,2.0,0
DLV002278,Indore,Thane,22.314587,75.678464,19.105455,73.100694,446.31,Truck,DRV017,3.22,2023-09-03 17:45:00,2023-09-04 06:14:47.810975,2023-09-04 10:08:47.810975,8,Snow,Highway,234.0,1
DLV002279,Visakhapatnam,Thane,17.344933,83.579104,19.165842,73.395122,1094.11,Motorcycle,DRV073,1.27,2023-02-06 10:57:00,2023-02-07 14:12:41.817518,2023-02-07 16:22:41.817518,3,Rain,Rural,130.0,1
DLV002280,Mumbai,Thane,18.717829,72.381445,19.250457,72.585257,62.98,Motorcycle,DRV021,5.75,2023-12-25 13:25:00,2023-12-25 15:07:01.994612,2023-12-25 14:51:01.994612,7,Snow,Highway,-16.0,0
DLV002281,Nagpur,Bangalore,21.037528,79.177472,12.747286,77.269824,943.86,Truck,DRV063,5.04,2023-04-04 08:20:00,2023-04-05 06:59:09.870642,2023-04-05 06:54:09.870642,4,Snow,Highway,-5.0,0
DLV002282,Kanpur,Thane,26.888489,80.148845,19.372606,72.558133,1139.93,Car,DRV053,15.49,2023-05-14 16:28:00,2023-05-16 15:29:20.192845,2023-05-16 17:12:20.192845,10,Cloudy,City,103.0,1
DLV002283,Lucknow,Indore,26.58903,81.219879,22.748286,76.285669,656.35,Van,DRV003,21.02,2023-06-07 13:40:00,2023-06-08 12:03:53.005687,2023-06-08 12:09:53.005687,1,Rain,City,6.0,0
DLV002284,Thane,Kanpur,19.167255,73.457348,26.909734,80.161037,1100.25,Car,DRV069,6.04,2023-06-20 03:09:00,2023-06-21 10:46:55.802674,2023-06-21 10:47:55.802674,3,Clear,City,1.0,0
DLV002285,Kolkata,Jaipur,22.958524,88.711511,26.62308,75.91159,1354.05,Motorcycle,DRV090,30.99,2023-01-12 19:28:00,2023-01-13 18:44:22.085664,2023-01-13 19:31:22.085664,5,Cloudy,Highway,47.0,1
DLV002286,Bangalore,Kolkata,13.326517,78.068843,22.512093,87.924347,1458.49,Van,DRV039,1.15,2023-08-12 21:23:00,2023-08-13 18:20:56.743608,2023-08-13 18:21:56.743608,3,Clear,Highway,1.0,0
DLV002287,Bhopal,Surat,23.509016,77.477773,21.118091,72.640369,564.12,Van,DRV037,0.88,2023-06-26 15:46:00,2023-06-27 09:36:24.762045,2023-06-27 09:24:24.762045,3,Cloudy,City,-12.0,0
DLV002288,Delhi,Visakhapatnam,28.870912,77.252894,18.063648,83.262044,1348.33,Van,DRV027,7.63,2023-04-28 20:39:00,2023-04-29 17:02:36.357938,2023-04-29 16:41:36.357938,2,Cloudy,Highway,-21.0,0
DLV002289,Ahmedabad,Pune,22.760762,72.922492,18.577619,73.563541,469.9,Car,DRV083,1.66,2023-03-21 22:03:00,2023-03-22 08:49:06.609593,2023-03-22 08:44:06.609593,5,Cloudy,Rural,-5.0,0
DLV002290,Visakhapatnam,Indore,18.031206,83.1718,22.946041,75.453236,971.78,Car,DRV002,26.98,2023-07-22 06:26:00,2023-07-23 06:38:48.693122,2023-07-23 06:41:48.693122,3,Rain,Rural,3.0,0
DLV002291,Thane,Pune,19.114324,73.461341,18.82886,73.516641,32.27,Van,DRV015,2.93,2023-02-04 04:56:00,2023-02-04 05:29:02.209072,2023-02-04 05:32:02.209072,1,Rain,Highway,3.0,0
DLV002292,Lucknow,Vadodara,26.997066,81.203195,22.556727,73.191074,947.3,Motorcycle,DRV017,2.2,2023-07-18 08:49:00,2023-07-19 00:26:49.407018,2023-07-19 01:09:49.407018,4,Cloudy,Highway,43.0,1
DLV002293,Surat,Indore,21.481021,72.768178,22.343481,75.922142,339.2,Van,DRV066,46.9,2023-03-27 22:34:00,2023-03-28 11:37:32.802036,2023-03-28 11:20:32.802036,8,Cloudy,City,-17.0,0
DLV002294,Indore,Mumbai,23.150162,75.786043,18.907394,73.354942,534.97,Motorcycle,DRV082,19.9,2023-12-13 08:38:00,2023-12-14 16:43:53.814861,2023-12-14 19:17:53.814861,10,Snow,City,154.0,1
DLV002295,Thane,Jaipur,19.581743,72.801144,26.876181,75.702378,863.47,Van,DRV015,19.67,2023-04-07 04:16:00,2023-04-08 06:23:12.254494,2023-04-08 06:16:12.254494,2,Cloudy,City,-7.0,0
DLV002296,Delhi,Mumbai,28.303256,77.256871,18.599961,73.14192,1157.45,Van,DRV014,5.76,2023-06-19 09:25:00,2023-06-20 23:02:01.109782,2023-06-20 22:35:01.109782,6,Clear,City,-27.0,0
DLV002297,Vadodara,Delhi,22.388114,73.30679,28.165621,76.920038,737.91,Truck,DRV068,6.05,2023-09-18 18:40:00,2023-09-19 17:43:35.004012,2023-09-19 18:01:35.004012,5,Clear,City,18.0,1
DLV002298,Jaipur,Ahmedabad,27.039839,75.853486,23.13465,72.620651,542.66,Van,DRV045,4.93,2023-07-27 12:57:00,2023-07-28 05:21:55.709130,2023-07-28 05:03:55.709130,2,Cloudy,City,-18.0,0
DLV002299,Patna,Hyderabad,25.367129,84.882107,17.02206,78.835771,1119.34,Motorcycle,DRV066,2.25,2023-11-27 06:30:00,2023-11-29 16:42:21.150141,2023-11-29 17:52:21.150141,6,Snow,City,70.0,1
DLV002300,Coimbatore,Mumbai,10.694009,77.328836,19.318731,73.037099,1063.82,Van,DRV052,11.49,2023-09-22 10:24:00,2023-09-24 09:12:28.477882,2023-09-24 09:17:28.477882,2,Snow,City,5.0,0
DLV002301,Jaipur,Delhi,26.819264,75.549276,29.093351,77.50624,317.61,Van,DRV078,16.78,2023-01-20 04:56:00,2023-01-20 13:05:07.303603,2023-01-20 13:10:07.303603,2,Fog,Rural,5.0,0
DLV002302,Pune,Patna,18.779332,73.653781,25.520653,84.823553,1371.99,Van,DRV056,4.63,2023-02-17 03:23:00,2023-02-19 06:19:05.901877,2023-02-19 06:16:05.901877,7,Cloudy,City,-3.0,0
DLV002303,Hyderabad,Bangalore,16.996052,78.709462,12.739112,77.914659,480.99,Car,DRV050,30.22,2023-08-13 11:37:00,2023-08-13 19:33:10.892601,2023-08-13 19:50:10.892601,4,Cloudy,Highway,17.0,1
DLV002304,Kanpur,Mumbai,26.738851,80.591897,18.924995,72.831553,1177.19,Motorcycle,DRV069,6.52,2023-04-17 11:12:00,2023-04-20 07:28:36.850879,2023-04-20 09:51:36.850879,9,Snow,City,143.0,1
DLV002305,Bhopal,Chennai,23.354868,77.886541,12.910247,80.693844,1198.54,Motorcycle,DRV032,4.8,2023-07-06 07:15:00,2023-07-07 16:12:35.727609,2023-07-07 18:24:35.727609,10,Cloudy,Rural,132.0,1
DLV002306,Kolkata,Thane,22.68599,88.136431,18.992474,72.591655,1665.81,Car,DRV085,55.06,2023-03-14 03:29:00,2023-03-17 16:01:24.320169,2023-03-17 19:19:24.320169,9,Fog,City,198.0,1
DLV002307,Jaipur,Bhopal,26.52645,75.634972,23.522755,77.520571,384.23,Car,DRV071,11.82,2023-09-06 19:55:00,2023-09-07 03:24:33.042852,2023-09-07 03:15:33.042852,4,Rain,Highway,-9.0,0
DLV002308,Pune,Kolkata,18.690585,73.531875,22.546383,88.512398,1616.0,Car,DRV023,8.19,2023-09-03 12:27:00,2023-09-05 00:00:07.134107,2023-09-05 00:38:07.134107,4,Cloudy,Rural,38.0,1
DLV002309,Delhi,Pune,28.142165,76.72391,18.149803,73.608364,1155.69,Motorcycle,DRV017,4.53,2023-09-23 11:19:00,2023-09-24 11:35:09.949414,2023-09-24 13:23:09.949414,4,Fog,Highway,108.0,1
DLV002310,Mumbai,Surat,18.714028,73.051092,21.266338,72.625564,287.27,Car,DRV017,0.47,2023-01-05 20:29:00,2023-01-06 03:38:27.710928,2023-01-06 03:38:27.710928,3,Rain,Rural,0.0,0
DLV002311,Bhopal,Hyderabad,22.77356,76.990248,17.276695,78.140674,622.92,Van,DRV098,32.02,2023-09-14 09:08:00,2023-09-15 02:34:29.882781,2023-09-15 02:16:29.882781,8,Snow,Highway,-18.0,0
DLV002312,Mumbai,Bangalore,19.123237,72.608876,12.815422,77.708631,888.14,Van,DRV057,1.81,2023-02-12 04:04:00,2023-02-12 17:56:37.904448,2023-02-12 19:03:37.904448,5,Clear,Highway,67.0,1
DLV002313,Visakhapatnam,Pune,18.047655,83.471713,18.5738,73.718993,1031.08,Van,DRV045,17.75,2023-12-04 15:54:00,2023-12-06 07:35:47.260575,2023-12-06 07:32:47.260575,2,Fog,City,-3.0,0
DLV002314,Hyderabad,Coimbatore,16.924244,78.974683,11.181175,77.136938,668.63,Car,DRV014,5.41,2023-07-12 11:45:00,2023-07-13 11:39:12.748924,2023-07-13 11:38:12.748924,6,Cloudy,City,-1.0,0
DLV002315,Thane,Lucknow,18.756298,73.083629,26.831478,80.551979,1179.31,Van,DRV078,13.06,2023-11-09 23:43:00,2023-11-11 08:44:14.535367,2023-11-11 08:15:14.535367,4,Fog,Rural,-29.0,0
DLV002316,Mumbai,Indore,19.125988,72.791117,22.292282,76.071822,490.25,Truck,DRV021,5.34,2023-05-25 04:43:00,2023-05-25 19:35:15.529391,2023-05-25 21:26:15.529391,6,Fog,Rural,111.0,1
DLV002317,Kolkata,Chennai,22.775451,88.477944,13.092963,80.204484,1386.62,Van,DRV075,1.77,2023-02-08 08:15:00,2023-02-09 10:56:33.050015,2023-02-09 10:44:33.050015,1,Cloudy,Rural,-12.0,0
DLV002318,Visakhapatnam,Ahmedabad,18.128059,83.307295,22.833692,72.52108,1238.83,Car,DRV007,12.17,2023-02-28 10:31:00,2023-03-01 05:15:14.340850,2023-03-01 04:51:14.340850,2,Cloudy,Highway,-24.0,0
DLV002319,Delhi,Hyderabad,28.919585,76.870616,17.177836,78.666208,1318.42,Car,DRV091,20.64,2023-03-19 13:00:00,2023-03-20 12:04:20.240366,2023-03-20 12:55:20.240366,1,Clear,Rural,51.0,1
DLV002320,Pune,Lucknow,18.150853,74.119386,26.415052,80.458793,1126.38,Car,DRV044,3.87,2023-11-03 14:55:00,2023-11-04 09:30:06.843467,2023-11-04 09:13:06.843467,4,Cloudy,Highway,-17.0,0
DLV002321,Nagpur,Patna,21.544024,79.169539,25.445927,84.870195,725.22,Van,DRV077,8.89,2023-04-06 03:18:00,2023-04-07 07:13:15.336091,2023-04-07 07:07:15.336091,8,Cloudy,City,-6.0,0
DLV002322,Ahmedabad,Vadodara,23.514098,73.054616,22.442225,73.124071,119.4,Car,DRV082,81.58,2023-07-18 09:43:00,2023-07-18 11:45:14.068078,2023-07-18 12:31:14.068078,1,Rain,Highway,46.0,1
DLV002323,Chennai,Bhopal,13.073841,80.453179,22.861475,77.240952,1139.97,Car,DRV047,6.9,2023-03-16 16:09:00,2023-03-19 10:16:06.540757,2023-03-19 10:23:06.540757,9,Snow,City,7.0,0
DLV002324,Kolkata,Patna,22.857374,88.349396,25.429577,84.719953,466.25,Truck,DRV038,1.81,2023-01-02 01:51:00,2023-01-02 10:47:10.992602,2023-01-02 10:20:10.992602,3,Clear,Rural,-27.0,0
DLV002325,Bangalore,Kanpur,13.021896,77.365869,26.564834,80.809088,1548.12,Car,DRV003,5.95,2023-06-13 02:37:00,2023-06-14 12:09:33.647344,2023-06-14 12:10:33.647344,6,Clear,Rural,1.0,0
DLV002326,Hyderabad,Thane,17.358095,78.955314,19.49011,73.376329,634.45,Truck,DRV094,5.51,2023-01-30 20:44:00,2023-01-31 10:08:09.571620,2023-01-31 09:51:09.571620,6,Rain,Highway,-17.0,0
DLV002327,Indore,Pune,22.553315,76.349738,18.123233,73.409673,580.13,Van,DRV012,22.72,2023-01-30 01:46:00,2023-01-30 11:55:08.417720,2023-01-30 11:40:08.417720,1,Clear,Rural,-15.0,0
DLV002328,Bangalore,Surat,13.247739,77.629674,21.467689,72.926908,1041.14,Car,DRV067,14.54,2023-02-28 23:00:00,2023-03-02 04:09:06.892513,2023-03-02 06:08:06.892513,1,Snow,Rural,119.0,1
DLV002329,Kanpur,Jaipur,26.264446,80.39301,26.945909,76.110753,432.41,Van,DRV043,7.01,2023-10-06 19:48:00,2023-10-07 05:38:14.604288,2023-10-07 06:09:14.604288,1,Rain,Rural,31.0,1
DLV002330,Ahmedabad,Visakhapatnam,23.285891,72.171163,17.963631,83.089917,1280.47,Car,DRV055,9.79,2023-02-15 07:49:00,2023-02-17 11:21:19.433420,2023-02-17 11:23:19.433420,3,Fog,City,2.0,0
DLV002331,Bangalore,Kolkata,12.51099,77.457846,22.683243,87.98315,1587.25,Truck,DRV087,8.91,2023-11-22 13:33:00,2023-11-25 01:04:18.676191,2023-11-25 03:03:18.676191,10,Clear,City,119.0,1
DLV002332,Jaipur,Visakhapatnam,26.742112,75.67805,17.927609,83.319971,1255.57,Van,DRV045,10.9,2023-04-23 02:53:00,2023-04-23 23:17:11.103937,2023-04-23 23:02:11.103937,6,Clear,Highway,-15.0,0
DLV002333,Mumbai,Bhopal,19.247643,72.766865,23.247713,77.902467,693.48,Car,DRV026,4.97,2023-11-06 14:39:00,2023-11-07 12:34:52.906299,2023-11-07 12:11:52.906299,3,Cloudy,City,-23.0,0
DLV002334,Lucknow,Chennai,26.638523,81.211312,13.346713,80.063145,1482.81,Car,DRV078,1.85,2023-04-30 15:26:00,2023-05-02 08:57:07.551138,2023-05-02 10:29:07.551138,1,Snow,Rural,92.0,1
DLV002335,Thane,Patna,18.79969,72.489533,25.521551,85.047938,1492.45,Van,DRV066,7.26,2023-09-11 15:25:00,2023-09-13 14:18:15.531207,2023-09-13 14:14:15.531207,9,Rain,Rural,-4.0,0
DLV002336,Ahmedabad,Bhopal,22.778918,72.962629,23.250968,77.511776,468.51,Motorcycle,DRV004,9.91,2023-02-14 23:41:00,2023-02-15 12:15:17.808258,2023-02-15 12:22:17.808258,3,Fog,Rural,7.0,0
DLV002337,Kolkata,Pune,22.168269,88.246816,18.964624,73.946205,1530.1,Car,DRV056,24.62,2023-08-11 14:32:00,2023-08-12 22:05:29.704238,2023-08-12 23:57:29.704238,10,Cloudy,Highway,112.0,1
DLV002338,Indore,Bangalore,23.130011,75.631691,12.976717,78.053291,1157.56,Car,DRV042,1.67,2023-03-28 05:35:00,2023-03-29 12:21:18.469881,2023-03-29 13:28:18.469881,9,Cloudy,Rural,67.0,1
DLV002339,Surat,Coimbatore,20.842596,73.050764,11.131281,77.135475,1164.54,Truck,DRV041,1.93,2023-10-17 17:06:00,2023-10-19 18:18:06.083363,2023-10-19 19:56:06.083363,6,Rain,City,98.0,1
DLV002340,Thane,Kanpur,19.40251,72.693643,26.369555,80.020075,1078.09,Car,DRV049,2.52,2023-06-01 00:35:00,2023-06-02 06:56:58.235442,2023-06-02 09:17:58.235442,6,Rain,Rural,141.0,1
DLV002341,Mumbai,Hyderabad,18.584305,73.347757,17.316703,78.95605,609.73,Motorcycle,DRV016,9.57,2023-08-14 03:57:00,2023-08-15 09:49:37.244372,2023-08-15 11:06:37.244372,8,Fog,City,77.0,1
DLV002342,Chennai,Coimbatore,12.783674,80.560774,11.300503,76.568407,464.41,Motorcycle,DRV051,2.55,2023-06-29 02:34:00,2023-06-29 16:36:54.688062,2023-06-29 16:25:54.688062,2,Cloudy,City,-11.0,0
DLV002343,Patna,Thane,26.006164,84.83223,19.331277,73.463734,1381.49,Van,DRV008,3.49,2023-11-30 11:49:00,2023-12-01 13:43:10.388632,2023-12-01 17:43:10.388632,10,Clear,Highway,240.0,1
DLV002344,Kolkata,Vadodara,22.260947,88.364395,22.60043,72.831354,1596.25,Car,DRV072,5.48,2023-09-09 11:40:00,2023-09-10 21:11:16.162767,2023-09-10 21:18:16.162767,4,Fog,Highway,7.0,0
DLV002345,Pune,Mumbai,18.680132,73.680278,18.917202,73.039618,72.41,Van,DRV014,28.72,2023-03-18 10:40:00,2023-03-18 11:58:44.560559,2023-03-18 11:59:44.560559,9,Clear,Highway,1.0,0
DLV002346,Jaipur,Kolkata,26.568319,76.077248,22.136835,88.057954,1309.08,Van,DRV052,6.4,2023-12-05 20:38:00,2023-12-07 02:44:31.619765,2023-12-07 02:40:31.619765,3,Snow,Highway,-4.0,0
DLV002347,Coimbatore,Pune,11.17295,77.310726,18.27308,73.683892,880.46,Van,DRV082,1.72,2023-10-15 00:24:00,2023-10-15 15:25:22.040214,2023-10-15 15:07:22.040214,1,Rain,Highway,-18.0,0
DLV002348,Mumbai,Kolkata,19.387156,73.151337,22.217892,88.32773,1607.82,Motorcycle,DRV023,8.92,2023-07-17 20:45:00,2023-07-19 07:55:16.092925,2023-07-19 10:28:16.092925,5,Fog,Highway,153.0,1
DLV002349,Ahmedabad,Patna,23.297328,72.40873,25.727207,84.687813,1270.81,Motorcycle,DRV004,2.52,2023-12-24 10:31:00,2023-12-25 12:59:30.540148,2023-12-25 13:07:30.540148,5,Clear,Rural,8.0,0
DLV002350,Nagpur,Bhopal,21.476383,78.943649,23.041454,77.753489,212.8,Car,DRV033,10.35,2023-01-26 23:24:00,2023-01-27 06:25:20.993183,2023-01-27 06:18:20.993183,4,Cloudy,City,-7.0,0
DLV002351,Ahmedabad,Lucknow,22.572644,72.468009,26.716704,80.731,953.43,Motorcycle,DRV093,9.01,2023-02-03 08:24:00,2023-02-04 16:39:28.318733,2023-02-04 19:50:28.318733,9,Fog,Rural,191.0,1
DLV002352,Pune,Lucknow,18.084323,74.071387,26.873999,81.347068,1229.76,Truck,DRV038,10.23,2023-10-15 23:54:00,2023-10-17 10:32:17.458568,2023-10-17 10:42:17.458568,6,Rain,Rural,10.0,0
DLV002353,Kolkata,Bhopal,22.385546,88.438062,23.260655,77.402161,1134.96,Car,DRV028,1.78,2023-08-11 12:53:00,2023-08-13 04:13:42.788035,2023-08-13 08:02:42.788035,6,Snow,Rural,229.0,1
DLV002354,Bhopal,Patna,23.51561,77.363936,26.052616,84.898408,811.07,Motorcycle,DRV068,5.97,2023-08-30 00:59:00,2023-08-30 19:34:13.363972,2023-08-30 19:30:13.363972,5,Cloudy,Rural,-4.0,0
DLV002355,Coimbatore,Vadodara,11.199544,77.396517,22.470658,73.552473,1318.11,Truck,DRV085,4.68,2023-11-29 08:19:00,2023-11-30 22:52:17.303751,2023-12-01 02:09:17.303751,7,Rain,Rural,197.0,1
DLV002356,Delhi,Indore,28.714024,76.865261,22.755126,75.588122,674.82,Van,DRV098,21.57,2023-06-06 10:51:00,2023-06-07 04:33:50.182574,2023-06-07 04:28:50.182574,1,Clear,City,-5.0,0
DLV002357,Bhopal,Kolkata,23.503637,77.440658,22.483827,88.132697,1100.03,Van,DRV007,16.82,2023-08-23 06:17:00,2023-08-24 10:53:03.238248,2023-08-24 10:51:03.238248,4,Rain,Rural,-2.0,0
DLV002358,Ahmedabad,Patna,22.736462,73.043442,25.236885,84.738725,1219.77,Truck,DRV076,10.33,2023-06-11 08:40:00,2023-06-12 18:49:12.472534,2023-06-12 18:23:12.472534,1,Snow,Rural,-26.0,0
DLV002359,Thane,Chennai,18.830512,73.051228,13.363674,80.137367,970.59,Motorcycle,DRV072,7.02,2023-06-29 03:22:00,2023-06-29 21:58:10.832530,2023-06-29 21:47:10.832530,3,Clear,Rural,-11.0,0
DLV002360,Kanpur,Mumbai,26.100349,80.297867,19.255037,73.209926,1052.21,Truck,DRV072,10.75,2023-02-18 09:13:00,2023-02-19 08:21:55.022577,2023-02-19 10:28:55.022577,2,Snow,Highway,127.0,1
DLV002361,Ahmedabad,Jaipur,22.981268,72.665007,26.679745,75.933217,527.1,Car,DRV080,8.65,2023-06-19 06:05:00,2023-06-19 13:39:37.563018,2023-06-19 13:10:37.563018,3,Clear,Highway,-29.0,0
DLV002362,Jaipur,Kolkata,26.664499,76.24219,22.555954,88.19559,1291.14,Car,DRV046,19.62,2023-04-05 14:52:00,2023-04-07 04:18:35.154246,2023-04-07 06:04:35.154246,9,Snow,Highway,106.0,1
DLV002363,Nagpur,Hyderabad,20.827298,78.832652,17.717849,78.60111,346.61,Van,DRV068,6.47,2023-07-06 15:14:00,2023-07-06 22:08:37.769611,2023-07-06 21:56:37.769611,9,Cloudy,Highway,-12.0,0
DLV002364,Kanpur,Bangalore,26.071039,79.837988,12.979462,78.092907,1467.09,Motorcycle,DRV081,9.07,2023-08-09 01:51:00,2023-08-10 07:26:10.848363,2023-08-10 07:01:10.848363,2,Cloudy,Rural,-25.0,0
DLV002365,Visakhapatnam,Lucknow,17.881765,83.026895,27.223559,81.227922,1055.01,Motorcycle,DRV046,3.3,2023-06-10 21:14:00,2023-06-11 23:04:51.448371,2023-06-12 00:34:51.448371,1,Fog,Rural,90.0,1
DLV002366,Kolkata,Surat,22.298931,88.33248,21.095068,72.619987,1628.14,Van,DRV054,4.67,2023-08-22 06:15:00,2023-08-25 11:10:45.904512,2023-08-25 10:45:45.904512,7,Fog,City,-25.0,0
DLV002367,Kanpur,Patna,26.122118,80.594131,26.08421,85.415392,481.41,Motorcycle,DRV055,2.67,2023-03-27 13:16:00,2023-03-27 21:23:25.672864,2023-03-27 21:45:25.672864,7,Clear,Highway,22.0,1
DLV002368,Patna,Bhopal,25.311766,84.774295,23.311231,77.518,768.09,Car,DRV021,3.27,2023-01-08 18:39:00,2023-01-09 23:27:11.501474,2023-01-09 23:24:11.501474,10,Clear,City,-3.0,0
DLV002369,Ahmedabad,Mumbai,23.228003,72.751613,18.868333,72.708011,484.79,Truck,DRV080,2.44,2023-11-03 10:04:00,2023-11-04 01:54:11.799791,2023-11-04 02:28:11.799791,8,Fog,Rural,34.0,1
DLV002370,Kanpur,Coimbatore,26.162523,80.206236,10.788884,76.544113,1752.21,Truck,DRV017,28.06,2023-12-13 22:46:00,2023-12-17 00:21:34.760649,2023-12-17 01:13:34.760649,4,Fog,City,52.0,1
DLV002371,Pune,Lucknow,18.850539,74.209811,26.56645,80.510972,1073.71,Truck,DRV100,3.23,2023-09-29 17:33:00,2023-10-01 08:28:18.661688,2023-10-01 08:16:18.661688,9,Clear,City,-12.0,0
DLV002372,Chennai,Delhi,12.976135,79.834835,28.34017,77.501902,1725.41,Truck,DRV048,14.67,2023-11-08 07:25:00,2023-11-11 07:53:02.524880,2023-11-11 08:45:02.524880,1,Snow,City,52.0,1
DLV002373,Ahmedabad,Hyderabad,23.326896,72.278485,17.220914,78.120938,912.04,Truck,DRV033,12.88,2023-03-09 15:23:00,2023-03-11 16:38:00.571317,2023-03-11 16:12:00.571317,7,Snow,City,-26.0,0
DLV002374,Hyderabad,Nagpur,17.650499,78.826777,21.452515,78.604739,423.4,Motorcycle,DRV076,57.63,2023-01-13 23:18:00,2023-01-14 08:36:53.620972,2023-01-14 08:25:53.620972,2,Snow,Highway,-11.0,0
DLV002375,Ahmedabad,Bhopal,22.709308,72.726305,23.135659,77.895083,531.45,Motorcycle,DRV029,10.19,2023-02-13 01:43:00,2023-02-13 18:59:19.136844,2023-02-13 22:43:19.136844,10,Rain,Rural,224.0,1
DLV002376,Hyderabad,Nagpur,17.086446,78.850657,20.967152,79.577765,438.23,Van,DRV053,8.3,2023-03-17 21:37:00,2023-03-18 07:50:31.179348,2023-03-18 07:41:31.179348,8,Clear,Rural,-9.0,0
DLV002377,Bangalore,Visakhapatnam,12.629289,77.61094,17.979645,83.151142,840.64,Truck,DRV021,10.16,2023-09-18 03:53:00,2023-09-19 01:57:00.698730,2023-09-19 05:05:00.698730,10,Fog,Highway,188.0,1
DLV002378,Visakhapatnam,Ahmedabad,17.612108,83.322572,22.57704,72.91361,1218.55,Truck,DRV021,7.24,2023-02-20 18:35:00,2023-02-23 05:59:15.510431,2023-02-23 08:52:15.510431,10,Rain,City,173.0,1
DLV002379,Pune,Visakhapatnam,18.668568,73.76072,17.20297,83.310169,1023.16,Car,DRV100,2.23,2023-09-05 03:49:00,2023-09-06 09:13:57.198483,2023-09-06 09:14:57.198483,3,Clear,City,1.0,0
DLV002380,Mumbai,Visakhapatnam,18.767888,73.030972,17.240497,83.031906,1070.98,Motorcycle,DRV045,11.56,2023-11-01 23:39:00,2023-11-03 07:46:46.128201,2023-11-03 08:04:46.128201,4,Clear,City,18.0,1
DLV002381,Mumbai,Pune,18.725432,72.957876,18.682165,74.077836,118.05,Van,DRV017,5.14,2023-11-27 12:47:00,2023-11-27 15:08:13.392960,2023-11-27 14:51:13.392960,9,Cloudy,Highway,-17.0,0
DLV002382,Lucknow,Indore,26.425384,80.872352,23.165444,75.575429,645.86,Van,DRV022,5.95,2023-11-01 10:32:00,2023-11-02 17:03:00.333394,2023-11-02 18:15:00.333394,7,Fog,City,72.0,1
DLV002383,Jaipur,Mumbai,26.669142,75.388189,19.18157,73.057573,866.04,Truck,DRV035,18.82,2023-07-28 21:44:00,2023-07-30 00:00:12.059232,2023-07-30 00:48:12.059232,6,Fog,Rural,48.0,1
DLV002384,Ahmedabad,Bhopal,23.008926,72.205857,23.049305,77.57503,549.43,Van,DRV006,10.7,2023-02-08 07:53:00,2023-02-08 19:28:01.975653,2023-02-08 20:03:01.975653,3,Cloudy,Rural,35.0,1
DLV002385,Hyderabad,Jaipur,17.498122,78.517703,27.095364,75.924691,1099.89,Truck,DRV036,9.19,2023-07-12 01:06:00,2023-07-13 11:53:02.332660,2023-07-13 12:42:02.332660,3,Cloudy,City,49.0,1
DLV002386,Vadodara,Kolkata,22.585801,72.929907,22.750783,88.766094,1624.21,Motorcycle,DRV031,19.45,2023-03-30 01:49:00,2023-03-31 13:32:57.125321,2023-03-31 14:30:57.125321,4,Cloudy,Rural,58.0,1
DLV002387,Indore,Vadodara,22.605332,76.136804,22.531989,72.740726,348.8,Van,DRV093,2.64,2023-11-23 13:14:00,2023-11-23 20:33:28.969882,2023-11-23 20:08:28.969882,4,Fog,Highway,-25.0,0
DLV002388,Visakhapatnam,Ahmedabad,18.154119,83.529908,22.632224,72.193152,1281.61,Car,DRV077,9.27,2023-01-07 14:47:00,2023-01-08 20:09:12.612619,2023-01-08 19:50:12.612619,5,Cloudy,Rural,-19.0,0
DLV002389,Delhi,Bangalore,28.708374,77.053889,12.506506,77.636242,1802.58,Van,DRV046,3.21,2023-03-08 02:16:00,2023-03-09 09:48:42.232942,2023-03-09 11:13:42.232942,8,Clear,Highway,85.0,1
